ORF,CommName,Fold,Cont-mean-Int,Cont-SD-Int,MMS-mean-Int,MMS-SD-Int,Localization,Function
YMR108W,ILV2,1.09,43.6,7.09,47.46,6.55,mitochondrion,"Acetolactate synthase, catalyses the first common step in isoleucine and valine biosynthesis and is the target of several classes of inhibitors, localizes to the mitochondria; expression of the gene is under general amino acid control"
YMR157C,FMP39,1.09,7.92,0.85,8.61,1.13,mitochondrion,"Protein of unknown function; null mutant displays reduced respiratory growth and elevated frequency of mitochondrial genome loss; the authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies"
YMR222C,FSH2,1.09,18.4,2.4,19.98,1.88,cytoplasm,Putative serine hydrolase that localizes to the cytoplasm; sequence is similar to S. cerevisiae Fsh1p and Fsh3p and the human candidate tumor suppressor OVCA2
YNL098C,RAS2,1.09,45.62,4.8,49.91,8.73,"cytoplasm,nucleus","GTP-binding protein that regulates the nitrogen starvation response, sporulation, and filamentous growth; farnesylation and palmitoylation required for activity and localization to plasma membrane; homolog of mammalian Ras proto-oncogenes"
YNL119W,NCS2,1.09,7.76,1.74,8.46,1.62,cytoplasm,Protein required for thiolation of the uridine at the wobble position of Lys(UUU) and Glu(UUC) tRNAs; has a role in urmylation and in invasive and pseudohyphal growth; inhibits replication of Brome mosaic virus in S. cerevisiae
YNL220W,ADE12,1.09,51.87,4.78,56.52,6.13,cytoplasm,"Adenylosuccinate synthase, catalyzes the first step in synthesis of adenosine monophosphate from inosine 5'monophosphate during purine nucleotide biosynthesis; exhibits binding to single-stranded autonomously replicating (ARS) core sequence"
YNL225C,CNM67,1.09,7.76,3.73,8.46,1.25,spindle pole,Component of the spindle pole body outer plaque; required for spindle orientation and mitotic nuclear migration
YNL284C,MRPL10,1.09,20.31,2.79,22.12,1.66,mitochondrion,Mitochondrial ribosomal protein of the large subunit; appears as two protein spots (YmL10 and YmL18) on two-dimensional SDS gels
YNL287W,SEC21,1.09,82.59,5.09,89.84,6.63,"Golgi,early Golgi","Gamma subunit of coatomer, a heptameric protein complex that together with Arf1p forms the COPI coat; involved in ER to Golgi transport of selective cargo"
YOL044W,PEX15,1.09,7.07,0.68,7.7,2.18,punctate composite,"Phosphorylated tail-anchored type II integral peroxisomal membrane protein required for peroxisome biogenesis, cells lacking Pex15p mislocalize peroxisomal matrix proteins to cytosol, overexpression results in impaired peroxisome assembly"
YOL100W,PKH2,1.09,9.97,2.94,10.86,1.55,cytoplasm,"Serine/threonine protein kinase involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p, components of signaling cascade required for maintenance of cell wall integrity; redundant with Pkh1p"
YOL135C,MED7,1.09,12.45,0.59,13.53,0.96,nucleus,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation
YOR167C,RPS28A,1.09,179.76,13.2,196.2,14.07,cytoplasm,Protein component of the small (40S) ribosomal subunit; nearly identical to Rps28Bp and has similarity to rat S28 ribosomal protein
YOR344C,TYE7,1.09,9.35,1.27,10.23,1.67,"cytoplasm,nucleus",Serine-rich protein that contains a basic-helix-loop-helix (bHLH) DNA binding motif; binds E-boxes of glycolytic genes and contributes to their activation; may function as a transcriptional activator in Ty1-mediated gene expression
YOR350C,MNE1,1.09,9.07,2.15,9.93,1.82,mitochondrion,Mitochondrial matrix protein involved in splicing Group I aI5-beta intron from COX1 mRNA
YPL089C,RLM1,1.09,5.86,3.17,6.39,3.3,"cytoplasm,nucleus","MADS-box transcription factor, component of the protein kinase C-mediated MAP kinase pathway involved in the maintenance of cell integrity; phosphorylated and activated by the MAP-kinase Slt2p"
YPL135W,ISU1,1.09,34.23,3.78,37.43,6.1,mitochondrion,"Conserved protein of the mitochondrial matrix, performs a scaffolding function during assembly of iron-sulfur clusters, interacts physically and functionally with yeast frataxin (Yfh1p); isu1 isu2 double mutant is inviable"
YPL150W,,1.09,7.09,1.39,7.73,2.07,ambiguous,Putative protein kinase of unknown cellular role; binds phosphatidylinositols and cardiolipin in a large-scale study
YPL181W,CTI6,1.09,9.94,3.28,10.82,0.89,nucleus,Protein that relieves transcriptional repression by binding to the Cyc8p-Tup1p corepressor and recruiting the SAGA complex to the repressed promoter; contains a PHD finger domain
YPR045C,,1.09,10.39,3.88,11.37,1.8,nucleus,Protein that forms a complex with Csn12p that is recruited to transcribed genes and may have a role in transcription elongation; possibly involved in splicing based on pre-mRNA accumulation defect for many intron-containing genes
YBR273C,UBX7,1.08,13.29,0.69,14.38,0.63,ER,UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p
YCL025C,AGP1,1.08,52.5,5.64,56.77,4.54,ER,"Low-affinity amino acid permease with broad substrate range, involved in uptake of asparagine, glutamine, and other amino acids; expression is regulated by the SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p)"
YDL076C,RXT3,1.08,14.5,3.43,15.65,1.97,nucleus,Subunit of the RPD3L complex; involved in histone deacetylation
YDL178W,DLD2,1.08,18.15,1.89,19.65,3.18,mitochondrion,"D-lactate dehydrogenase, located in the mitochondrial matrix"
YDR076W,RAD55,1.08,10.73,1.65,11.6,0.69,"cytoplasm,nucleus",Protein that stimulates strand exchange by stabilizing the binding of Rad51p to single-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; forms heterodimer with Rad57p
YDR261C,EXG2,1.08,6.01,2.53,6.52,4.14,ambiguous,"Exo-1,3-beta-glucanase, involved in cell wall beta-glucan assembly; may be anchored to the plasma membrane via a glycosylphosphatidylinositol (GPI) anchor"
YDR472W,TRS31,1.08,14.49,3.16,15.69,1.82,late Golgi,One of 10 subunits of the transport protein particle (TRAPP) complex of the cis-Golgi which mediates vesicle docking and fusion; involved in endoplasmic reticulum (ER) to Golgi membrane traffic
YER018C,SPC25,1.08,10.82,1.65,11.73,2.26,spindle pole,"Component of the evolutionarily conserved kinetochore-associated Ndc80 complex (Ndc80p-Nuf2p-Spc24p-Spc25p); involved in chromosome segregation, spindle checkpoint activity and kinetochore clustering"
YER047C,SAP1,1.08,8.56,2.31,9.28,3.45,cytoplasm,"Putative ATPase of the AAA family, interacts with the Sin1p transcriptional repressor in the two-hybrid system"
YER183C,FAU1,1.08,7.56,1.73,8.16,0.22,ambiguous,"5,10-methenyltetrahydrofolate synthetase, involved in folic acid biosynthesis"
YGL029W,CGR1,1.08,23.65,3.59,25.64,4.45,nucleus,Protein involved in nucleolar integrity and processing of the pre-rRNA for the 60S ribosome subunit; transcript is induced in response to cytotoxic stress but not genotoxic stress
YGL065C,ALG2,1.08,9.09,0.55,9.78,3.41,ER,Mannosyltransferase that catalyzes two consecutive steps in the N-linked glycosylation pathway; alg2 mutants exhibit temperature-sensitive growth and abnormal accumulation of the lipid-linked oligosaccharide Man2GlcNAc2-PP-Dol
YGL091C,NBP35,1.08,10.36,0.26,11.19,1.92,"cytoplasm,nucleus",Essential iron-sulfur cluster binding protein localized in the cytoplasm; forms a complex with Cfd1p that is involved in iron-sulfur protein assembly in the cytosol; similar to P-loop NTPases
YGR138C,TPO2,1.08,16.13,8.04,17.44,1.24,cell periphery,Polyamine transport protein specific for spermine; localizes to the plasma membrane; transcription of TPO2 is regulated by Haa1p; member of the major facilitator superfamily
YGR178C,PBP1,1.08,17.38,6.06,18.81,1.75,"cytoplasm,nucleus","Component of glucose deprivation induced stress granules, involved in P-body-dependent granule assembly; similar to human ataxin-2; interacts with Pab1p to regulate mRNA polyadenylation; interacts with Mkt1p to regulate HO translation"
YGR241C,YAP1802,1.08,11.59,1.87,12.49,1.16,"ambiguous,bud neck,cell periphery,bud","Protein involved in clathrin cage assembly; binds Pan1p and clathrin; homologous to Yap1801p, member of the AP180 protein family"
YGR251W,,1.08,9.43,4.91,10.2,4.45,"nucleolus,nucleus","Ribosome biogenesis factor; nucleolar protein associated with pre-rRNA components of the 90S preribosome, required for cleavage of pre-rRNA at A0, A1 and A2 sites; interacts with RNA helicase Dhr2p and RNA helicase-like protein Utp25p; required for incorp"
YHR216W,IMD2,1.08,28.56,0.7,30.97,1.92,cytoplasm,"Inosine monophosphate dehydrogenase, catalyzes the rate-limiting step in GTP biosynthesis, expression is induced by mycophenolic acid resulting in resistance to the drug, expression is repressed by nutrient limitatio"
YJL012C-A,,1.08,9.95,1.1,10.76,3.75,ER,Function not found
YJL061W,NUP82,1.08,21.78,2.53,23.49,2.88,nuclear periphery,"Nucleoporin, subunit of the nuclear pore complex (NPC); forms a subcomplex with Gle2p, Nup159p, Nsp1p, and Nup116p and is required for proper localization of Nup116p in the NPC"
YJL071W,ARG2,1.08,5.36,1.89,5.8,2.24,mitochondrion,"Acetylglutamate synthase (glutamate N-acetyltransferase), mitochondrial enzyme that catalyzes the first step in the biosynthesis of the arginine precursor ornithine; forms a complex with Arg5,6p"
YJL097W,,1.08,30.52,0.93,33.06,9.05,"ER,vacuole","Essential 3-hydroxyacyl-CoA dehydratase of the ER membrane, involved in elongation of very long-chain fatty acids; evolutionarily conserved, similar to mammalian PTPLA and PTPLB; involved in sphingolipid biosynthesis and protein trafficking"
YJR042W,NUP85,1.08,17.92,5.47,19.36,2.79,nuclear periphery,Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC); required for assembly of the subcomplex and also for formation of the nucleocytoplasmic Gsp1p concentration gradient that plays a role in nuclear trafficking; the Nup84 subcomplex has a r
YJR136C,,1.08,10.44,2.03,11.27,0.45,cytoplasm,Putative protein of unknown function; subunit of the ASTRA complex which is part of the chromatin remodeling machinery; similar to S. pombe Tti2p; may interact with Rsm23p; GFP-fusion protein localizes to the cytoplasm
YKL055C,OAR1,1.08,12.02,2.54,13,1.78,mitochondrion,"Mitochondrial 3-oxoacyl-[acyl-carrier-protein] reductase, may comprise a type II mitochondrial fatty acid synthase along with Mct1p"
YKL195W,FMP15,1.08,17.7,1.53,19.08,1.31,mitochondrion,Essential protein of the mitochondrial intermembrane space (IMS); promotes retention of newly imported proteins; may do so by stabilizing client protein folding as part of a disulfide relay system or transferring metal to client proteins
YKR059W,TIF1,1.08,113.25,5.55,122.48,22.52,cytoplasm,"Translation initiation factor eIF4A, identical to Tif2p; DEA(D/H)-box RNA helicase that couples ATPase activity to RNA binding and unwinding; forms a dumbbell structure of two compact domains connected by a linker; interacts with eIF4G"
YLR103C,CDC45,1.08,9.85,1.69,10.63,6.38,nucleus,"DNA replication initiation factor; recruited to MCM pre-RC complexes at replication origins; promotes release of MCM from Mcm10p, recruits elongation machinery; mutants in human homolog may cause velocardiofacial and DiGeorge syndromes"
YLR181C,VTA1,1.08,13.87,3.1,15.04,0.94,endosome,"Multivesicular body (MVB) protein involved in endosomal protein sorting; regulates Vps4p activity by promoting its oligomerization; has an N-terminal Vps60- and Did2- binding domain, a linker region, and a C-terminal Vps4p binding domain"
YLR291C,GCD7,1.08,29.58,3.8,31.81,4.04,"cytoplasm,punctate composite","Beta subunit of the translation initiation factor eIF2B, the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression"
YML052W,SUR7,1.08,62.39,9.91,67.3,6.75,punctate composite,"Plasma membrane protein that localizes to furrow-like invaginations (MCC patches); component of eisosomes; associated with endocytosis, along with Pil1p and Lsp1p; sporulation and plasma membrane sphingolipid content are altered in mutants"
YML058W,SML1,1.08,84.98,28.97,91.99,17.75,"cytoplasm,nucleus",Ribonucleotide reductase inhibitor involved in regulating dNTP production; regulated by Mec1p and Rad53p during DNA damage and S phase
YMR010W,,1.08,16.16,1.56,17.42,1.85,"punctate composite,early Golgi",Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YMR010W is not an essential gene; YMR010W mRNA is transcribed with ADI1
YMR071C,TVP18,1.08,32.08,1.25,34.5,2.92,late Golgi,"Integral membrane protein localized to late Golgi vesicles along with the v-SNARE Tlg2p; may interact with ribosomes, based on co-purification experiments"
YMR080C,NAM7,1.08,25.26,1.86,27.32,3.26,"cytoplasm,punctate composite",ATP-dependent RNA helicase of the SFI superfamily involved in nonsense mediated mRNA decay; required for efficient translation termination at nonsense codons and targeting of NMD substrates to P-bodies; involved in telomere maintenance
YMR122W-A,,1.08,43.96,8.96,47.41,13.29,"ER,cytoplasm",Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and endoplasmic reticulum
YMR171C,,1.08,8.9,0.51,9.6,6,endosome,Specificity factor required for Rsp5p-dependent ubiquitination and sorting of specific cargo proteins at the multivesicular body; mRNA is targeted to the bud via the mRNA transport system involving She2p
YNL288W,CAF40,1.08,9,1.13,9.68,4.42,cytoplasm,"Evolutionarily conserved subunit of the CCR4-NOT complex involved in controlling mRNA initiation, elongation and degradation; binds Cdc39p"
YNR045W,PET494,1.08,9.45,4.32,10.24,2.41,mitochondrion,"Mitochondrial translational activator specific for the COX3 mRNA, acts together with Pet54p and Pet122p; located in the mitochondrial inner membrane"
YNR050C,LYS9,1.08,45.53,17.33,49.18,5.62,cytoplasm,"Saccharopine dehydrogenase (NADP+, L-glutamate-forming); catalyzes the formation of saccharopine from alpha-aminoadipate 6-semialdehyde, the seventh step in lysine biosynthesis pathway; exhibits genetic and physical interactions with TRM112"
YOL143C,RIB4,1.08,39.38,1.57,42.52,8.04,"cytoplasm,nucleus","Lumazine synthase (6,7-dimethyl-8-ribityllumazine synthase, also known as DMRL synthase); catalyzes synthesis of immediate precursor to riboflavin"
YOR045W,TOM6,1.08,8.26,0.87,8.92,2.54,mitochondrion,Component of the TOM (translocase of outer membrane) complex responsible for recognition and initial import steps for all mitochondrially directed proteins; promotes assembly and stability of the TOM complex
YOR205C,FMP38,1.08,8.73,6.15,9.46,4.73,mitochondrion,"Protein of unknown function; null mutant is defective in respiration and interacts synthetically with prohibitin (phb1); the authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies"
YOR370C,MRS6,1.08,22.83,1.13,24.68,7.18,"cytoplasm,nucleus","Rab escort protein, forms a complex with the Ras-like small GTPase Ypt1p that is required for the prenylation of Ypt1p by protein geranylgeranyltransferase type II (Bet2p-Bet4p); sequence similarity to mammalian choroideraemia gene"
YPL166W,,1.08,12.21,1.47,13.21,2.48,"cytoplasm,nucleus,punctate composite",Autophagy-specific protein that is required for recruitment of other ATG proteins to the pre-autophagosomal structure (PAS); interacts with Atg17p and localizas to the PAS in a manner interdependent with Atg17p and Cis1p; not conserved
YPR090W,,1.08,15.29,2.81,16.58,2.26,late Golgi,Function not found
YAR002C-A,ERP1,1.07,39.81,5.64,42.53,1.79,vacuolar membrane,"Protein that forms a heterotrimeric complex with Erp2p, Emp24p, and Erv25p; member, along with Emp24p and Erv25p, of the p24 family involved in ER to Golgi transport and localized to COPII-coated vesicles"
YBR137W,,1.07,10.65,2.8,11.38,2.02,cytoplasm,Protein of unknown function; localized to the cytoplasm; binds to Replication Protein A (RPA); also interacts with Sgt2p; YBR137W is not an essential gene
YBR222C,PCS60,1.07,25.63,5.94,27.49,2.21,cytoplasm,"Peroxisomal protein that binds AMP and mRNA, localizes to both the peroxisomal peripheral membrane and matrix, expression is highly inducible by oleic acid, similar to E. coli long chain acyl-CoA synthetase"
YDL087C,LUC7,1.07,7.66,2.56,8.17,0.36,nucleus,Essential protein associated with the U1 snRNP complex; splicing factor involved in recognition of 5' splice site; contains two zinc finger motifs; N-terminal zinc finger binds pre-mRNA
YDL116W,NUP84,1.07,23.03,3.64,24.55,2.09,nuclear periphery,"Subunit of the nuclear pore complex (NPC); forms a subcomplex with Nup85p, Nup120p, Nup145p-C, Sec13p, and Seh1p that plays a role in nuclear mRNA export, and NPC biogenesis; required also for transcription elongation as demonstrated by the G-less-based r"
YDL161W,ENT1,1.07,13.32,4.09,14.3,2.5,actin,Epsin-like protein involved in endocytosis and actin patch assembly and functionally redundant with Ent2p; binds clathrin via a clathrin-binding domain motif at C-terminus
YDL232W,OST4,1.07,52.15,10.04,55.73,4.64,ER,"Subunit of the oligosaccharyltransferase complex of the ER lumen, which catalyzes protein asparagine-linked glycosylation; type I membrane protein required for incorporation of Ost3p or Ost6p into the OST complex"
YDR007W,TRP1,1.07,10.76,1.68,11.47,2.73,"cytoplasm,nucleus","Phosphoribosylanthranilate isomerase that catalyzes the third step in tryptophan biosynthesis; in 2004, the sequence of TRP1 from strain S228C was updated by changing the previously annotated internal STOP (TAA) to serine (TCA)"
YDR027C,VPS54,1.07,12.74,6.52,13.65,0.86,"punctate composite,early Golgi","Component of the GARP (Golgi-associated retrograde protein) complex, Vps51p-Vps52p-Vps53p-Vps54p, which is required for the recycling of proteins from endosomes to the late Golgi; potentially phosphorylated by Cdc28p"
YDR081C,PDC2,1.07,11.61,1.09,12.37,0.4,nucleus,"Transcription factor required for the synthesis of the glycolytic enzyme pyruvate decarboxylase, required for high level expression of both the THI and the PDC genes"
YDR083W,RRP8,1.07,20.41,1.5,21.89,2.47,"nucleolus,nucleus","Nucleolar protein involved in rRNA processing, pre-rRNA cleavage at site A2; also involved in telomere maintenance; mutation is synthetically lethal with a gar1 mutation"
YDR152W,GIR2,1.07,20.82,2.55,22.22,1.42,cytoplasm,Highly-acidic cytoplasmic RWD domain-containing protein of unknown function; forms a complex with Rbg2p; interacts with Rbg1p and Gcn1p; associates with translating ribosomes; putative intrinsically unstructured protein
YDR217C,RAD9,1.07,9.31,2.31,9.96,1.41,"cytoplasm,nucleus","DNA damage-dependent checkpoint protein, required for cell-cycle arrest in G1/S, intra-S, and G2/M; transmits checkpoint signal by activating Rad53p and Chk1p; hyperphosphorylated by Mec1p and Tel1p; potential Cdc28p substrate"
YDR310C,SUM1,1.07,10.82,2.63,11.59,3.38,nucleus,"Transcriptional repressor required for mitotic repression of middle sporulation-specific genes; also acts as general replication initiation factor; involved in telomere maintenance, chromatin silencing; regulated by pachytene checkpoint"
YDR322C-A,TIM11,1.07,11.2,0.35,11.95,2.76,mitochondrion,"Subunit e of mitochondrial F1F0-ATPase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; essential for the dimeric and oligomeric state of ATP synthase"
YDR379C-A,,1.07,12.92,1.47,13.77,1.92,mitochondrion,Protein involved in the assembly of the mitochondrial succinate dehydrogenase complex; mutations in human ortholog SDHAF1 are associated with infantile leukoencephalopathy
YEL012W,UBC8,1.07,12.52,3,13.39,3.52,"cytoplasm,nucleus","Ubiquitin-conjugating enzyme that negatively regulates gluconeogenesis by mediating the glucose-induced ubiquitination of fructose-1,6-bisphosphatase (FBPase); cytoplasmic enzyme that catalyzes the ubiquitination of histones in vitro"
YEL038W,UTR4,1.07,9.44,4.5,10.14,2.44,"cytoplasm,nucleus","Protein with sequence similarity to 2,3-diketo-5-methylthiopentyl-1-phosphate enolase-phosphatases, involved in methionine salvage; found in both the cytoplasm and nucleus"
YER017C,AFG3,1.07,13.62,1.77,14.57,3.8,mitochondrion,"Component, with Yta12p, of the mitochondrial inner membrane m-AAA protease that mediates degradation of misfolded or unassembled proteins and is also required for correct assembly of mitochondrial enzyme complexes"
YER068W,MOT2,1.07,18.95,3.61,20.24,4.12,cytoplasm,"Subunit of the CCR4-NOT complex, which has roles in transcription regulation, mRNA degradation, and post-transcriptional modifications; with Ubc4p, ubiquitinates nascent polypeptide-associated complex subunits and histone demethyase Jhd2p"
YER087C-A,,1.07,14.26,1.22,15.29,0.27,NA,Function not found
YER089C,PTC2,1.07,17.95,2.2,19.29,3.73,"cytoplasm,nucleus",Type 2C protein phosphatase (PP2C); dephosphorylates Hog1p to limit maximal osmostress induced kinase activity; dephosphorylates Ire1p to downregulate the unfolded protein response; dephosphorylates Cdc28p; inactivates the DNA damage checkpoint
YER098W,UBP9,1.07,7.25,4.33,7.75,0.55,cytoplasm,"Ubiquitin carboxyl-terminal hydrolase, ubiquitin-specific protease that cleaves ubiquitin-protein fusions"
YER155C,BEM2,1.07,13.58,2.02,14.56,1.55,"bud neck,cytoplasm",Rho GTPase activating protein (RhoGAP) involved in the control of cytoskeleton organization and cellular morphogenesis; required for bud emergence
YFR021W,ATG18,1.07,13.01,4.73,13.86,1.18,ambiguous,"Phosphoinositide binding protein required for vesicle formation in autophagy and the cytoplasm-to-vacuole targeting (Cvt) pathway; binds both phosphatidylinositol (3,5)-bisphosphate and phosphatidylinositol 3-phosphate; WD-40 repeat protein"
YFR040W,SAP155,1.07,11.24,1.07,12.01,1.27,cytoplasm,"Protein that forms a complex with the Sit4p protein phosphatase and is required for its function; member of a family of similar proteins including Sap4p, Sap185p, and Sap190p"
YGL014W,PUF4,1.07,20.85,1.4,22.41,4.22,cytoplasm,"Member of the PUF protein family, which is defined by the presence of Pumilio homology domains that confer RNA binding activity; preferentially binds mRNAs encoding nucleolar ribosomal RNA-processing factors"
YGL143C,MRF1,1.07,10.15,1.84,10.86,1.43,mitochondrion,"Mitochondrial translation release factor, involved in stop codon recognition and hydrolysis of the peptidyl-tRNA bond during mitochondrial translation; lack of MRF1 causes mitochondrial genome instability"
YGL166W,CUP2,1.07,9.61,1.58,10.3,2.02,"cytoplasm,nucleus",Copper-binding transcription factor; activates transcription of the metallothionein genes CUP1-1 and CUP1-2 in response to elevated copper concentrations
YGL195W,GCN1,1.07,40.03,4.37,42.98,2.4,cytoplasm,"Positive regulator of the Gcn2p kinase activity, forms a complex with Gcn20p; proposed to stimulate Gcn2p activation by an uncharged tRNA"
YGR094W,VAS1,1.07,118.67,6.59,127.41,6.72,cytoplasm,Mitochondrial and cytoplasmic valyl-tRNA synthetase
YGR202C,PCT1,1.07,14.62,0.8,15.69,2.42,nuclear periphery,"Cholinephosphate cytidylyltransferase, also known as CTP:phosphocholine cytidylyltransferase, rate-determining enzyme of the CDP-choline pathway for phosphatidylcholine synthesis, inhibited by Sec14p, activated upon lipid-binding"
YGR214W,RPS0A,1.07,17.96,2,19.3,2.67,cytoplasm,"Protein component of the small (40S) ribosomal subunit, nearly identical to Rps0Bp; required for maturation of 18S rRNA along with Rps0Bp; deletion of either RPS0 gene reduces growth rate, deletion of both genes is lethal"
YGR254W,ENO1,1.07,1375.75,191.41,1476.97,145.08,cytoplasm,"Enolase I, a phosphopyruvate hydratase that catalyzes the conversion of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during gluconeogenesis; expression is repressed in response to glucose"
YHR162W,,1.07,17.96,4.52,19.15,2.4,mitochondrion,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion
YIL035C,CKA1,1.07,25.68,2.36,27.57,4.52,"cytoplasm,nucleus","Alpha catalytic subunit of casein kinase 2 (CK2), a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2, comprised of CKA1, CKA2, CKB1 and CKB2, has many substrates including transcription factors and all RNA polymerases"
YIL145C,PAN6,1.07,19.8,1.2,21.11,0.2,"cytoplasm,nucleus","Pantothenate synthase, also known as pantoate-beta-alanine ligase, required for pantothenic acid biosynthesis, deletion causes pantothenic acid auxotrophy, homologous to E. coli panC"
YIL149C,MLP2,1.07,12.01,3.18,12.84,0.2,nuclear periphery,"Myosin-like protein associated with the nuclear envelope, connects the nuclear pore complex with the nuclear interior; involved in the Tel1p pathway that controls telomere length"
YJL124C,LSM1,1.07,30.58,3.19,32.85,5.96,cytoplasm,"Lsm (Like Sm) protein; forms heteroheptameric complex (with Lsm2p, Lsm3p, Lsm4p, Lsm5p, Lsm6p, and Lsm7p) involved in degradation of cytoplasmic mRNAs"
YJR109C,CPA2,1.07,40.91,9.03,43.6,2.87,cytoplasm,"Large subunit of carbamoyl phosphate synthetase, which catalyzes a step in the synthesis of citrulline, an arginine precursor"
YJR122W,CAF17,1.07,11.63,2.45,12.39,4.89,mitochondrion,Mitochondrial matrix protein involved in the incorporation of iron-sulfur clusters into mitochondrial aconitase-type proteins; activates the radical-SAM family members Bio2p and Lip5p; interacts with Ccr4p in the two-hybrid system
YKL017C,HCS1,1.07,6.42,1.39,6.87,1.75,cytoplasm,Hexameric DNA polymerase alpha-associated DNA helicase A involved in lagging strand DNA synthesis; contains single-stranded DNA stimulated ATPase and dATPase activities; replication protein A stimulates helicase and ATPase activities
YKL080W,VMA5,1.07,45.12,4.3,48.46,3.76,"ambiguous,vacuolar membrane","Subunit C of the eight-subunit V1 peripheral membrane domain of vacuolar H+-ATPase (V-ATPase), an electrogenic proton pump found throughout the endomembrane system; required for the V1 domain to assemble onto the vacuolar membrane"
YKL135C,APL2,1.07,12.46,4.94,13.28,1.17,late Golgi,"Beta-adaptin, large subunit of the clathrin-associated protein (AP-1) complex; binds clathrin; involved in clathrin-dependent Golgi protein sorting"
YKL212W,SAC1,1.07,38.2,2.18,40.81,5.34,"ER,vacuole","Phosphatidylinositol phosphate (PtdInsP) phosphatase involved in hydrolysis of PtdIns[4]P; transmembrane protein localizes to ER and Golgi; involved in protein trafficking and processing, secretion, and cell wall maintenance"
YKR026C,GCN3,1.07,21.27,1.87,22.85,0.53,cytoplasm,"Alpha subunit of the translation initiation factor eIF2B, the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a positive regulator of GCN4 expression"
YKR036C,CAF4,1.07,6.68,2.66,7.12,3.2,mitochondrion,"WD40 repeat-containing protein associated with the CCR4-NOT complex, interacts in a Ccr4p-dependent manner with Ssn2p; also interacts with Fis1p, Mdv1p and Dnm1p and plays a role in mitochondrial fission"
YKR089C,STC1,1.07,8.91,0.39,9.52,0.73,lipid particle,"Multifunctional triacylglycerol lipase, steryl ester hydrolase, and Ca2+-independent phospholipase A2; catalyzes acyl-CoA dependent acylation of LPA to PA; required with Tgl3p for timely bud formation; phosphorylated and activated by Cdc28p"
YLL028W,TPO1,1.07,30.45,4.24,32.52,1.79,"ER,cell periphery,bud","Polyamine transporter that recognizes spermine, putrescine, and spermidine; catalyzes uptake of polyamines at alkaline pH and excretion at acidic pH; phosphorylation enhances activity and sorting to the plasma membrane"
YLR068W,FYV7,1.07,10.11,1.35,10.8,0.55,"nucleolus,nucleus",Essential protein required for maturation of 18S rRNA; required for survival upon exposure to K1 killer toxin
YLR080W,EMP46,1.07,9.25,3.32,9.92,2.12,vacuole,"Integral membrane component of endoplasmic reticulum-derived COPII-coated vesicles, which function in ER to Golgi transport"
YLR136C,TIS11,1.07,9.99,2.32,10.73,1.78,"cytoplasm,nucleus",mRNA-binding protein expressed during iron starvation; binds to a sequence element in the 3'-untranslated regions of specific mRNAs to mediate their degradation; involved in iron homeostasis
YLR153C,ACS2,1.07,157.11,22.08,167.96,10.47,nucleus,"Acetyl-coA synthetase isoform which, along with Acs1p, is the nuclear source of acetyl-coA for histone acetylation; mutants affect global transcription; required for growth on glucose; expressed under anaerobic conditions"
YLR231C,BNA5,1.07,15.26,4.34,16.4,2.58,"cytoplasm,nucleus","Kynureninase, required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p"
YML023C,,1.07,7.81,0.98,8.38,1.18,ambiguous,Component of the SMC5-SMC6 complex; this complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair
YMR014W,BUD22,1.07,13,1.7,13.9,1.82,nucleolus,"Protein required for 18S rRNA maturation and small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition, and affects budding pattern"
YMR132C,JLP2,1.07,9.51,1.64,10.17,0.88,cytoplasm,"Protein of unknown function, contains sequence that closely resembles a J domain (typified by the E. coli DnaJ protein)"
YNL040W,,1.07,11.47,2.71,12.29,1.37,cytoplasm,Putative protein of unknown function with strong similarity to alanyl-tRNA synthases from Eubacteria; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YNL040W is not an essential gene
